"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","CPNCU","Current prices in NCU","2000","2000","AUD","Australian Dollar","0","Units",,,46246.8687311857,,
"AUS","Australia","CPNCU","Current prices in NCU","2001","2001","AUD","Australian Dollar","0","Units",,,48315.9823911002,,
"AUS","Australia","CPNCU","Current prices in NCU","2002","2002","AUD","Australian Dollar","0","Units",,,50052.7581021241,,
"AUS","Australia","CPNCU","Current prices in NCU","2003","2003","AUD","Australian Dollar","0","Units",,,51798.5866440082,,
"AUS","Australia","CPNCU","Current prices in NCU","2004","2004","AUD","Australian Dollar","0","Units",,,54199.4027107654,,
"AUS","Australia","CPNCU","Current prices in NCU","2005","2005","AUD","Australian Dollar","0","Units",,,56019,,
"AUS","Australia","CPNCU","Current prices in NCU","2006","2006","AUD","Australian Dollar","0","Units",,,58403,,
"AUS","Australia","CPNCU","Current prices in NCU","2007","2007","AUD","Australian Dollar","0","Units",,,61884,,
"AUS","Australia","CPNCU","Current prices in NCU","2008","2008","AUD","Australian Dollar","0","Units",,,64344,,
"AUS","Australia","CPNCU","Current prices in NCU","2009","2009","AUD","Australian Dollar","0","Units",,,65362,,
"AUS","Australia","CPNCU","Current prices in NCU","2010","2010","AUD","Australian Dollar","0","Units",,,69110,,
"AUS","Australia","CPNCU","Current prices in NCU","2011","2011","AUD","Australian Dollar","0","Units",,,72979,,
"AUS","Australia","CPNCU","Current prices in NCU","2012","2012","AUD","Australian Dollar","0","Units",,,75149,,
"AUS","Australia","CPNCU","Current prices in NCU","2013","2013","AUD","Australian Dollar","0","Units",,,76598,,
"AUS","Australia","CPNCU","Current prices in NCU","2014","2014","AUD","Australian Dollar","0","Units",,,78667,,
"AUS","Australia","CPNCU","Current prices in NCU","2015","2015","AUD","Australian Dollar","0","Units",,,79207,,
"AUS","Australia","CPNCU","Current prices in NCU","2016","2016","AUD","Australian Dollar","0","Units",,,80058,,
"AUS","Australia","CPNCU","Current prices in NCU","2017","2017","AUD","Australian Dollar","0","Units",,,80683,,
"AUS","Australia","CPNCU","Current prices in NCU","2018","2018","AUD","Australian Dollar","0","Units",,,82277,,
"AUS","Australia","CPNCU","Current prices in NCU","2019","2019","AUD","Australian Dollar","0","Units",,,84752,,
"AUS","Australia","CPNCU","Current prices in NCU","2020","2020","AUD","Australian Dollar","0","Units",,,88031,,
"AUS","Australia","CPNCU","Current prices in NCU","2021","2021","AUD","Australian Dollar","0","Units",,,89954.8099759706,,
"AUS","Australia","CPNCU","Current prices in NCU","2022","2022","AUD","Australian Dollar","0","Units",,,92690.203390536,,
"AUT","Austria","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,27932.1336265057,,
"AUT","Austria","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,28498.9057915159,,
"AUT","Austria","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,29233.9134340208,,
"AUT","Austria","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,29752.7344956555,,
"AUT","Austria","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,30832.2355611196,,
"AUT","Austria","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,31756,,
"AUT","Austria","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,32905,,
"AUT","Austria","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,33916,,
"AUT","Austria","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,35212,,
"AUT","Austria","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,35928,,
"AUT","Austria","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,36381,,
"AUT","Austria","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,37126,,
"AUT","Austria","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,38213,,
"AUT","Austria","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,39050,,
"AUT","Austria","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,39986,,
"AUT","Austria","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,40841,,
"AUT","Austria","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,41842,,
"AUT","Austria","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,42566,,
"AUT","Austria","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,43582,,
"AUT","Austria","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,44707,,
"AUT","Austria","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,45409,,
"AUT","Austria","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,47009.1290667702,,
"AUT","Austria","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,49199.1124324615,,
"BEL","Belgium","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,31015.7220412343,,
"BEL","Belgium","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,31832.9668339589,,
"BEL","Belgium","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,32995.242721992,,
"BEL","Belgium","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,33687.8092076228,,
"BEL","Belgium","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,34349.0454703934,,
"BEL","Belgium","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,34995,,
"BEL","Belgium","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,36204,,
"BEL","Belgium","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,37106,,
"BEL","Belgium","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,38448,,
"BEL","Belgium","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,38664,,
"BEL","Belgium","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,39208,,
"BEL","Belgium","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,40740,,
"BEL","Belgium","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,41897,,
"BEL","Belgium","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,42763,,
"BEL","Belgium","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,43323,,
"BEL","Belgium","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,43398,,
"BEL","Belgium","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,44153,,
"BEL","Belgium","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,44684,,
"BEL","Belgium","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,45847,,
"BEL","Belgium","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,46946,,
"BEL","Belgium","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,45894,,
"BEL","Belgium","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,48395.2519132494,,
"BEL","Belgium","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,52035.0680129385,,
"CAN","Canada","CPNCU","Current prices in NCU","2000","2000","CAD","Canadian Dollar","0","Units",,,43474.8931344361,,
"CAN","Canada","CPNCU","Current prices in NCU","2001","2001","CAD","Canadian Dollar","0","Units",,,44199.038688698,,
"CAN","Canada","CPNCU","Current prices in NCU","2002","2002","CAD","Canadian Dollar","0","Units",,,44699.599136113,,
"CAN","Canada","CPNCU","Current prices in NCU","2003","2003","CAD","Canadian Dollar","0","Units",,,45470.7069000892,,
"CAN","Canada","CPNCU","Current prices in NCU","2004","2004","CAD","Canadian Dollar","0","Units",,,47157.5337034671,,
"CAN","Canada","CPNCU","Current prices in NCU","2005","2005","CAD","Canadian Dollar","0","Units",,,49312,,
"CAN","Canada","CPNCU","Current prices in NCU","2006","2006","CAD","Canadian Dollar","0","Units",,,51447,,
"CAN","Canada","CPNCU","Current prices in NCU","2007","2007","CAD","Canadian Dollar","0","Units",,,53632,,
"CAN","Canada","CPNCU","Current prices in NCU","2008","2008","CAD","Canadian Dollar","0","Units",,,55383,,
"CAN","Canada","CPNCU","Current prices in NCU","2009","2009","CAD","Canadian Dollar","0","Units",,,55833,,
"CAN","Canada","CPNCU","Current prices in NCU","2010","2010","CAD","Canadian Dollar","0","Units",,,56680,,
"CAN","Canada","CPNCU","Current prices in NCU","2011","2011","CAD","Canadian Dollar","0","Units",,,58573,,
"CAN","Canada","CPNCU","Current prices in NCU","2012","2012","CAD","Canadian Dollar","0","Units",,,60032,,
"CAN","Canada","CPNCU","Current prices in NCU","2013","2013","CAD","Canadian Dollar","0","Units",,,61477,,
"CAN","Canada","CPNCU","Current prices in NCU","2014","2014","CAD","Canadian Dollar","0","Units",,,63485,,
"CAN","Canada","CPNCU","Current prices in NCU","2015","2015","CAD","Canadian Dollar","0","Units",,,64611,,
"CAN","Canada","CPNCU","Current prices in NCU","2016","2016","CAD","Canadian Dollar","0","Units",,,63913,,
"CAN","Canada","CPNCU","Current prices in NCU","2017","2017","CAD","Canadian Dollar","0","Units",,,65499,,
"CAN","Canada","CPNCU","Current prices in NCU","2018","2018","CAD","Canadian Dollar","0","Units",,,67709,,
"CAN","Canada","CPNCU","Current prices in NCU","2019","2019","CAD","Canadian Dollar","0","Units",,,69204,,
"CAN","Canada","CPNCU","Current prices in NCU","2020","2020","CAD","Canadian Dollar","0","Units",,,73181,,
"CAN","Canada","CPNCU","Current prices in NCU","2021","2021","CAD","Canadian Dollar","0","Units",,,75812.2282325702,,
"CAN","Canada","CPNCU","Current prices in NCU","2022","2022","CAD","Canadian Dollar","0","Units",,,79362.1897035278,,
"CZE","Czechia","CPNCU","Current prices in NCU","2000","2000","CZK","Czech Koruna","0","Units",,,173858.189267599,,
"CZE","Czechia","CPNCU","Current prices in NCU","2001","2001","CZK","Czech Koruna","0","Units",,,189208.928961025,,
"CZE","Czechia","CPNCU","Current prices in NCU","2002","2002","CZK","Czech Koruna","0","Units",,,203271.197541506,,
"CZE","Czechia","CPNCU","Current prices in NCU","2003","2003","CZK","Czech Koruna","0","Units",,,219031.497532813,,
"CZE","Czechia","CPNCU","Current prices in NCU","2004","2004","CZK","Czech Koruna","0","Units",,,236759.024654438,,
"CZE","Czechia","CPNCU","Current prices in NCU","2005","2005","CZK","Czech Koruna","0","Units",,,246457,,
"CZE","Czechia","CPNCU","Current prices in NCU","2006","2006","CZK","Czech Koruna","0","Units",,,260860,,
"CZE","Czechia","CPNCU","Current prices in NCU","2007","2007","CZK","Czech Koruna","0","Units",,,276549,,
"CZE","Czechia","CPNCU","Current prices in NCU","2008","2008","CZK","Czech Koruna","0","Units",,,290845,,
"CZE","Czechia","CPNCU","Current prices in NCU","2009","2009","CZK","Czech Koruna","0","Units",,,292235,,
"CZE","Czechia","CPNCU","Current prices in NCU","2010","2010","CZK","Czech Koruna","0","Units",,,302630,,
"CZE","Czechia","CPNCU","Current prices in NCU","2011","2011","CZK","Czech Koruna","0","Units",,,310326,,
"CZE","Czechia","CPNCU","Current prices in NCU","2012","2012","CZK","Czech Koruna","0","Units",,,317578,,
"CZE","Czechia","CPNCU","Current prices in NCU","2013","2013","CZK","Czech Koruna","0","Units",,,317804,,
"CZE","Czechia","CPNCU","Current prices in NCU","2014","2014","CZK","Czech Koruna","0","Units",,,327251,,
"CZE","Czechia","CPNCU","Current prices in NCU","2015","2015","CZK","Czech Koruna","0","Units",,,336882,,
"CZE","Czechia","CPNCU","Current prices in NCU","2016","2016","CZK","Czech Koruna","0","Units",,,350193,,
"CZE","Czechia","CPNCU","Current prices in NCU","2017","2017","CZK","Czech Koruna","0","Units",,,376657,,
"CZE","Czechia","CPNCU","Current prices in NCU","2018","2018","CZK","Czech Koruna","0","Units",,,406614,,
"CZE","Czechia","CPNCU","Current prices in NCU","2019","2019","CZK","Czech Koruna","0","Units",,,435463,,
"CZE","Czechia","CPNCU","Current prices in NCU","2020","2020","CZK","Czech Koruna","0","Units",,,441649,,
"CZE","Czechia","CPNCU","Current prices in NCU","2021","2021","CZK","Czech Koruna","0","Units",,,463471.18428897,,
"CZE","Czechia","CPNCU","Current prices in NCU","2022","2022","CZK","Czech Koruna","0","Units",,,496137.156392042,,
"DNK","Denmark","CPNCU","Current prices in NCU","2000","2000","DKK","Danish Krone","0","Units",,,267667.703995458,,
"DNK","Denmark","CPNCU","Current prices in NCU","2001","2001","DKK","Danish Krone","0","Units",,,275588.525565928,,
"DNK","Denmark","CPNCU","Current prices in NCU","2002","2002","DKK","Danish Krone","0","Units",,,287080.997415255,,
"DNK","Denmark","CPNCU","Current prices in NCU","2003","2003","DKK","Danish Krone","0","Units",,,297692.33858637,,
"DNK","Denmark","CPNCU","Current prices in NCU","2004","2004","DKK","Danish Krone","0","Units",,,307920.147467079,,
"DNK","Denmark","CPNCU","Current prices in NCU","2005","2005","DKK","Danish Krone","0","Units",,,318542,,
"DNK","Denmark","CPNCU","Current prices in NCU","2006","2006","DKK","Danish Krone","0","Units",,,331041,,
"DNK","Denmark","CPNCU","Current prices in NCU","2007","2007","DKK","Danish Krone","0","Units",,,340566,,
"DNK","Denmark","CPNCU","Current prices in NCU","2008","2008","DKK","Danish Krone","0","Units",,,355043,,
"DNK","Denmark","CPNCU","Current prices in NCU","2009","2009","DKK","Danish Krone","0","Units",,,368250,,
"DNK","Denmark","CPNCU","Current prices in NCU","2010","2010","DKK","Danish Krone","0","Units",,,381589,,
"DNK","Denmark","CPNCU","Current prices in NCU","2011","2011","DKK","Danish Krone","0","Units",,,388492,,
"DNK","Denmark","CPNCU","Current prices in NCU","2012","2012","DKK","Danish Krone","0","Units",,,397056,,
"DNK","Denmark","CPNCU","Current prices in NCU","2013","2013","DKK","Danish Krone","0","Units",,,403070,,
"DNK","Denmark","CPNCU","Current prices in NCU","2014","2014","DKK","Danish Krone","0","Units",,,413241,,
"DNK","Denmark","CPNCU","Current prices in NCU","2015","2015","DKK","Danish Krone","0","Units",,,422157,,
"DNK","Denmark","CPNCU","Current prices in NCU","2016","2016","DKK","Danish Krone","0","Units",,,423103,,
"DNK","Denmark","CPNCU","Current prices in NCU","2017","2017","DKK","Danish Krone","0","Units",,,430046,,
"DNK","Denmark","CPNCU","Current prices in NCU","2018","2018","DKK","Danish Krone","0","Units",,,435962,,
"DNK","Denmark","CPNCU","Current prices in NCU","2019","2019","DKK","Danish Krone","0","Units",,,442956,,
"DNK","Denmark","CPNCU","Current prices in NCU","2020","2020","DKK","Danish Krone","0","Units",,,451336,,
"DNK","Denmark","CPNCU","Current prices in NCU","2021","2021","DKK","Danish Krone","0","Units",,,462683.583331694,,
"DNK","Denmark","CPNCU","Current prices in NCU","2022","2022","DKK","Danish Krone","0","Units",,,478960.446853077,,
"FIN","Finland","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,26597.2142706544,,
"FIN","Finland","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,27458.6629584355,,
"FIN","Finland","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,28058.4744264674,,
"FIN","Finland","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,28876.4240480964,,
"FIN","Finland","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,29903.5656230406,,
"FIN","Finland","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,30869,,
"FIN","Finland","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,31945,,
"FIN","Finland","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,32996,,
"FIN","Finland","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,34412,,
"FIN","Finland","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,35363,,
"FIN","Finland","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,36368,,
"FIN","Finland","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,37583,,
"FIN","Finland","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,38673,,
"FIN","Finland","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,39219,,
"FIN","Finland","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,39707,,
"FIN","Finland","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,40202,,
"FIN","Finland","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,40638,,
"FIN","Finland","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,40820,,
"FIN","Finland","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,41651,,
"FIN","Finland","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,42497,,
"FIN","Finland","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,42827,,
"FIN","Finland","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,45033.7268036175,,
"FIN","Finland","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,46671.6448874915,,
"FRA","France","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,25605.9919617516,,
"FRA","France","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,26275.3595068569,,
"FRA","France","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,27212.3280722708,,
"FRA","France","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,27902.0407226641,,
"FRA","France","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,28961.5651237041,,
"FRA","France","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,29846,,
"FRA","France","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,30833,,
"FRA","France","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,31601,,
"FRA","France","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,32409,,
"FRA","France","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,32944,,
"FRA","France","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,33976,,
"FRA","France","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,34539,,
"FRA","France","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,35257,,
"FRA","France","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,35801,,
"FRA","France","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,36088,,
"FRA","France","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,36535,,
"FRA","France","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,37049,,
"FRA","France","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,37867,,
"FRA","France","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,38454,,
"FRA","France","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,39152,,
"FRA","France","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,37605,,
"FRA","France","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,39663.0742689855,,
"FRA","France","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,41705.6523785286,,
"DEU","Germany","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,27993.2155365741,,
"DEU","Germany","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,28786.8606800582,,
"DEU","Germany","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,29328.4779857489,,
"DEU","Germany","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,29861.6756714718,,
"DEU","Germany","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,30179.4977325794,,
"DEU","Germany","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,30618,,
"DEU","Germany","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,31006,,
"DEU","Germany","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,31490,,
"DEU","Germany","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,32252,,
"DEU","Germany","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,32278,,
"DEU","Germany","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,33101,,
"DEU","Germany","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,34366,,
"DEU","Germany","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,35305,,
"DEU","Germany","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,36132,,
"DEU","Germany","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,37070,,
"DEU","Germany","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,38131,,
"DEU","Germany","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,38988,,
"DEU","Germany","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,39992,,
"DEU","Germany","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,41150,,
"DEU","Germany","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,42376,,
"DEU","Germany","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,42330,,
"DEU","Germany","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,43628.4539913455,,
"DEU","Germany","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,45457.1888504274,,
"GRC","Greece","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,13901.5875162704,,
"GRC","Greece","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,14597.7134831297,,
"GRC","Greece","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,16273.883665849,,
"GRC","Greece","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,17418.7138737669,,
"GRC","Greece","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,18324.1733561354,,
"GRC","Greece","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,18805,,
"GRC","Greece","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,19643,,
"GRC","Greece","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,20363,,
"GRC","Greece","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,20916,,
"GRC","Greece","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,22112,,
"GRC","Greece","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,21025,,
"GRC","Greece","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,20276,,
"GRC","Greece","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,19277,,
"GRC","Greece","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,17707,,
"GRC","Greece","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,17213,,
"GRC","Greece","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,17162,,
"GRC","Greece","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,16618,,
"GRC","Greece","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,16785,,
"GRC","Greece","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,16028,,
"GRC","Greece","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,16061,,
"GRC","Greece","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,15972,,
"GRC","Greece","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,16086.0676819615,,
"GRC","Greece","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,16173.7807839191,,
"HUN","Hungary","CPNCU","Current prices in NCU","2000","2000","HUF","Forint","0","Units",,,1223604.74863675,,
"HUN","Hungary","CPNCU","Current prices in NCU","2001","2001","HUF","Forint","0","Units",,,1443353.33536591,,
"HUN","Hungary","CPNCU","Current prices in NCU","2002","2002","HUF","Forint","0","Units",,,1608279.87232136,,
"HUN","Hungary","CPNCU","Current prices in NCU","2003","2003","HUF","Forint","0","Units",,,1814426.36514311,,
"HUN","Hungary","CPNCU","Current prices in NCU","2004","2004","HUF","Forint","0","Units",,,2047573.52047175,,
"HUN","Hungary","CPNCU","Current prices in NCU","2005","2005","HUF","Forint","0","Units",,,2215578,,
"HUN","Hungary","CPNCU","Current prices in NCU","2006","2006","HUF","Forint","0","Units",,,2332903,,
"HUN","Hungary","CPNCU","Current prices in NCU","2007","2007","HUF","Forint","0","Units",,,2470056,,
"HUN","Hungary","CPNCU","Current prices in NCU","2008","2008","HUF","Forint","0","Units",,,2649129,,
"HUN","Hungary","CPNCU","Current prices in NCU","2009","2009","HUF","Forint","0","Units",,,2603607,,
"HUN","Hungary","CPNCU","Current prices in NCU","2010","2010","HUF","Forint","0","Units",,,2726482,,
"HUN","Hungary","CPNCU","Current prices in NCU","2011","2011","HUF","Forint","0","Units",,,2855170,,
"HUN","Hungary","CPNCU","Current prices in NCU","2012","2012","HUF","Forint","0","Units",,,2916720,,
"HUN","Hungary","CPNCU","Current prices in NCU","2013","2013","HUF","Forint","0","Units",,,2936661,,
"HUN","Hungary","CPNCU","Current prices in NCU","2014","2014","HUF","Forint","0","Units",,,2936455,,
"HUN","Hungary","CPNCU","Current prices in NCU","2015","2015","HUF","Forint","0","Units",,,2974991,,
"HUN","Hungary","CPNCU","Current prices in NCU","2016","2016","HUF","Forint","0","Units",,,3031743,,
"HUN","Hungary","CPNCU","Current prices in NCU","2017","2017","HUF","Forint","0","Units",,,3358916,,
"HUN","Hungary","CPNCU","Current prices in NCU","2018","2018","HUF","Forint","0","Units",,,3640721,,
"HUN","Hungary","CPNCU","Current prices in NCU","2019","2019","HUF","Forint","0","Units",,,3934347,,
"HUN","Hungary","CPNCU","Current prices in NCU","2020","2020","HUF","Forint","0","Units",,,4133323,,
"HUN","Hungary","CPNCU","Current prices in NCU","2021","2021","HUF","Forint","0","Units",,,4535186.89082497,,
"HUN","Hungary","CPNCU","Current prices in NCU","2022","2022","HUF","Forint","0","Units",,,5314265.04859426,,
"IRL","Ireland","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,27331.5585014795,,
"IRL","Ireland","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,29459.3585860953,,
"IRL","Ireland","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,31144.0883866038,,
"IRL","Ireland","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,33195.171774507,,
"IRL","Ireland","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,34886.9498234323,,
"IRL","Ireland","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,36949,,
"IRL","Ireland","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,38297,,
"IRL","Ireland","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,40628,,
